coverage_id,category,session,unit,source_file,source_page,problem_number,prompt_id,official_answer_available,note_file,note_anchor,solution_status,verification_method
online-S31-4.4.6-Q7,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q7,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.6-Q8,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.6_a-random-number.md,,,Q8,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.7-Q1,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.7_pdf-to-cdf.md,,,Q1,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.8-Q1,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.8_dice-and-coin-game.md,,,Q1,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S31-4.4.8-Q2,online_feedback,31,4,08_Courseware_Exercises/S31_4.4.8_dice-and-coin-game.md,,,Q2,yes,04_Probability.md,#Session 31 — Random Variables & Density Functions,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.2-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.2_uneven-dice.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.4-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.4_expected-number-of-heads.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.6-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.6_another-dice-and-coin-game.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.8-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.8_three-machines-failing.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.10-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.10_fair-and-biased-coins.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.11-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.11_binomial-board-breaking.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.11-Q2,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.11_binomial-board-breaking.md,,,Q2,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.11-Q3,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.11_binomial-board-breaking.md,,,Q3,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.12-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.12_great-expectations.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.12-Q2,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.12_great-expectations.md,,,Q2,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.12-Q3,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.12_great-expectations.md,,,Q3,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S32-4.5.13-Q1,online_feedback,32,4,08_Courseware_Exercises/S32_4.5.13_expectation-of-a-uniform-distribution.md,,,Q1,yes,04_Probability.md,#Session 32 — Expectation,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.2-Q1,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.2_don-t-expect-the-expectation.md,,,Q1,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.2-Q2,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.2_don-t-expect-the-expectation.md,,,Q2,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.4-Q1,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.4_markov-bound.md,,,Q1,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.4-Q2,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.4_markov-bound.md,,,Q2,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.4-Q3,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.4_markov-bound.md,,,Q3,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.4-Q4,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.4_markov-bound.md,,,Q4,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.6-Q1,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.6_inside-the-ta-s-brain.md,,,Q1,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.6-Q2,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.6_inside-the-ta-s-brain.md,,,Q2,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.6-Q3,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.6_inside-the-ta-s-brain.md,,,Q3,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.8-Q1,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.8_practice-with-variance.md,,,Q1,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.8-Q2,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.8_practice-with-variance.md,,,Q2,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.9-Q1,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.9_flipping-coins.md,,,Q1,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.9-Q2,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.9_flipping-coins.md,,,Q2,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.9-Q3,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.9_flipping-coins.md,,,Q3,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.9-Q4,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.9_flipping-coins.md,,,Q4,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.10-Q1,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.10_practice-with-bounds.md,,,Q1,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.10-Q2,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.10_practice-with-bounds.md,,,Q2,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.11-Q1,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.11_implications-of-expectation.md,,,Q1,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.11-Q2,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.11_implications-of-expectation.md,,,Q2,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.11-Q3,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.11_implications-of-expectation.md,,,Q3,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S33-4.6.11-Q4,online_feedback,33,4,08_Courseware_Exercises/S33_4.6.11_implications-of-expectation.md,,,Q4,yes,04_Probability.md,#Session 33 — Deviation: Markov & Chebyshev Bounds,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.2-Q1,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.2_not-so-strong.md,,,Q1,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.4-Q1,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.4_sampling-coin-tosses.md,,,Q1,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.4-Q2,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.4_sampling-coin-tosses.md,,,Q2,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.4-Q3,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.4_sampling-coin-tosses.md,,,Q3,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.6-Q1,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.6_birthdays-on-naboo.md,,,Q1,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.6-Q2,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.6_birthdays-on-naboo.md,,,Q2,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.6-Q3,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.6_birthdays-on-naboo.md,,,Q3,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.8-Q1,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.8_confidence.md,,,Q1,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.8-Q2,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.8_confidence.md,,,Q2,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.8-Q3,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.8_confidence.md,,,Q3,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.9-Q1,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.9_random-sampling.md,,,Q1,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.9-Q2,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.9_random-sampling.md,,,Q2,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S34-4.7.10-Q1,online_feedback,34,4,08_Courseware_Exercises/S34_4.7.10_above-average-number-of-fingers.md,,,Q1,yes,04_Probability.md,#Session 34 — Sampling & Confidence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S35-4.8.4-Q1,online_feedback,35,4,08_Courseware_Exercises/S35_4.8.4_random-walks.md,,,Q1,yes,04_Probability.md,#Session 35 — Random Walks & PageRank,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S35-4.8.4-Q2,online_feedback,35,4,08_Courseware_Exercises/S35_4.8.4_random-walks.md,,,Q2,yes,04_Probability.md,#Session 35 — Random Walks & PageRank,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S35-4.8.4-Q3,online_feedback,35,4,08_Courseware_Exercises/S35_4.8.4_random-walks.md,,,Q3,yes,04_Probability.md,#Session 35 — Random Walks & PageRank,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S35-4.8.4-Q4,online_feedback,35,4,08_Courseware_Exercises/S35_4.8.4_random-walks.md,,,Q4,yes,04_Probability.md,#Session 35 — Random Walks & PageRank,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S35-4.8.5-Q1,online_feedback,35,4,08_Courseware_Exercises/S35_4.8.5_random-walks-cont.md,,,Q1,yes,04_Probability.md,#Session 35 — Random Walks & PageRank,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S35-4.8.5-Q2,online_feedback,35,4,08_Courseware_Exercises/S35_4.8.5_random-walks-cont.md,,,Q2,yes,04_Probability.md,#Session 35 — Random Walks & PageRank,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S35-4.8.5-Q3,online_feedback,35,4,08_Courseware_Exercises/S35_4.8.5_random-walks-cont.md,,,Q3,yes,04_Probability.md,#Session 35 — Random Walks & PageRank,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
ps1-p1,problem_set,1-4,1,06_Problem_Sets/MIT6_042JS15_ps1.pdf,1,1,,no,01_Proofs.md,#Problem Set 1 — Sessions 1–4,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps1-p2,problem_set,1-4,1,06_Problem_Sets/MIT6_042JS15_ps1.pdf,1,2,,no,01_Proofs.md,#Problem Set 1 — Sessions 1–4,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps1-p3,problem_set,1-4,1,06_Problem_Sets/MIT6_042JS15_ps1.pdf,1,3,,no,01_Proofs.md,#Problem Set 1 — Sessions 1–4,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps1-p4,problem_set,1-4,1,06_Problem_Sets/MIT6_042JS15_ps1.pdf,2,4,,no,01_Proofs.md,#Problem Set 1 — Sessions 1–4,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps2-p1,problem_set,5-6,1,06_Problem_Sets/MIT6_042JS15_ps2.pdf,1,1,,no,01_Proofs.md,#Problem Set 2 — Sessions 5–6,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps2-p2,problem_set,5-6,1,06_Problem_Sets/MIT6_042JS15_ps2.pdf,1,2,,no,01_Proofs.md,#Problem Set 2 — Sessions 5–6,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps2-p3,problem_set,5-6,1,06_Problem_Sets/MIT6_042JS15_ps2.pdf,2,3,,no,01_Proofs.md,#Problem Set 2 — Sessions 5–6,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps3-p1,problem_set,7-8,1,06_Problem_Sets/MIT6_042JS15_ps3.pdf,1,1,,no,01_Proofs.md,#Problem Set 3 — Sessions 7–8,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps3-p2,problem_set,7-8,1,06_Problem_Sets/MIT6_042JS15_ps3.pdf,1,2,,no,01_Proofs.md,#Problem Set 3 — Sessions 7–8,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps3-p3,problem_set,7-8,1,06_Problem_Sets/MIT6_042JS15_ps3.pdf,2,3,,no,01_Proofs.md,#Problem Set 3 — Sessions 7–8,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps4-p1,problem_set,9-11,1,06_Problem_Sets/MIT6_042JS15_ps4.pdf,1,1,,no,01_Proofs.md,#Problem Set 4 — Sessions 9–11,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps4-p2,problem_set,9-11,1,06_Problem_Sets/MIT6_042JS15_ps4.pdf,1,2,,no,01_Proofs.md,#Problem Set 4 — Sessions 9–11,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps4-p3,problem_set,9-11,1,06_Problem_Sets/MIT6_042JS15_ps4.pdf,2,3,,no,01_Proofs.md,#Problem Set 4 — Sessions 9–11,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps5-p1,problem_set,12-14,2,06_Problem_Sets/MIT6_042JS15_ps5.pdf,1,1,,no,02_Structures.md,#Problem Set 5,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps5-p2,problem_set,12-14,2,06_Problem_Sets/MIT6_042JS15_ps5.pdf,1,2,,no,02_Structures.md,#Problem Set 5,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps5-p3,problem_set,12-14,2,06_Problem_Sets/MIT6_042JS15_ps5.pdf,1,3,,no,02_Structures.md,#Problem Set 5,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps6-p1,problem_set,15-16,2,06_Problem_Sets/MIT6_042JS15_ps6.pdf,1,1,,no,02_Structures.md,#Problem Set 6,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps6-p2,problem_set,15-16,2,06_Problem_Sets/MIT6_042JS15_ps6.pdf,1,2,,no,02_Structures.md,#Problem Set 6,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps6-p3,problem_set,15-16,2,06_Problem_Sets/MIT6_042JS15_ps6.pdf,1,3,,no,02_Structures.md,#Problem Set 6,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps7-p1,problem_set,17-19,2,06_Problem_Sets/MIT6_042JS15_ps7.pdf,1,1,,no,02_Structures.md,#Problem Set 7,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps7-p2,problem_set,17-19,2,06_Problem_Sets/MIT6_042JS15_ps7.pdf,1,2,,no,02_Structures.md,#Problem Set 7,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps7-p3,problem_set,17-19,2,06_Problem_Sets/MIT6_042JS15_ps7.pdf,1,3,,no,02_Structures.md,#Problem Set 7,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps7-p4,problem_set,17-19,2,06_Problem_Sets/MIT6_042JS15_ps7.pdf,1,4,,no,02_Structures.md,#Problem Set 7,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps8-p1,problem_set,20-22,2,06_Problem_Sets/MIT6_042JS15_ps8.pdf,1,1,,no,02_Structures.md,#Problem Set 8,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps8-p2,problem_set,20-22,2,06_Problem_Sets/MIT6_042JS15_ps8.pdf,1,2,,no,02_Structures.md,#Problem Set 8,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps8-p3,problem_set,20-22,2,06_Problem_Sets/MIT6_042JS15_ps8.pdf,1,3,,no,02_Structures.md,#Problem Set 8,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps9-p1,problem_set,23-24,3,06_Problem_Sets/MIT6_042JS15_ps9.pdf,1,1,,no,03_Counting.md,#Problem Set 9 — after Session 24,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps9-p2,problem_set,23-24,3,06_Problem_Sets/MIT6_042JS15_ps9.pdf,1,2,,no,03_Counting.md,#Problem Set 9 — after Session 24,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps9-p3,problem_set,23-24,3,06_Problem_Sets/MIT6_042JS15_ps9.pdf,1,3,,no,03_Counting.md,#Problem Set 9 — after Session 24,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps10-p1,problem_set,25-27,3,06_Problem_Sets/MIT6_042JS15_ps10.pdf,1,1,,no,03_Counting.md,#Problem Set 10 — after Session 27,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps10-p2,problem_set,25-27,3,06_Problem_Sets/MIT6_042JS15_ps10.pdf,2,2,,no,03_Counting.md,#Problem Set 10 — after Session 27,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps10-p3,problem_set,25-27,3,06_Problem_Sets/MIT6_042JS15_ps10.pdf,2,3,,no,03_Counting.md,#Problem Set 10 — after Session 27,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps11-p1,problem_set,28-29,4,06_Problem_Sets/MIT6_042JS15_ps11.pdf,1,1,,no,04_Probability.md,#Problem Set 11 — Discrete & Conditional Probability,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps11-p2,problem_set,28-29,4,06_Problem_Sets/MIT6_042JS15_ps11.pdf,1,2,,no,04_Probability.md,#Problem Set 11 — Discrete & Conditional Probability,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps11-p3,problem_set,28-29,4,06_Problem_Sets/MIT6_042JS15_ps11.pdf,1,3,,no,04_Probability.md,#Problem Set 11 — Discrete & Conditional Probability,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps12-p1,problem_set,30-32,4,06_Problem_Sets/MIT6_042JS15_ps12.pdf,1,1,,no,04_Probability.md,"#Problem Set 12 — Independence, Random Variables & Expectation",integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps12-p2,problem_set,30-32,4,06_Problem_Sets/MIT6_042JS15_ps12.pdf,2,2,,no,04_Probability.md,"#Problem Set 12 — Independence, Random Variables & Expectation",integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
ps12-p3,problem_set,30-32,4,06_Problem_Sets/MIT6_042JS15_ps12.pdf,2,3,,no,04_Probability.md,"#Problem Set 12 — Independence, Random Variables & Expectation",integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S01-p1,in_class,1,1,05_In_Class_Questions/MIT6_042JS15_cp1.pdf,1,1,,no,01_Proofs.md,#Session 1 — Introduction to Proofs,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S01-p2,in_class,1,1,05_In_Class_Questions/MIT6_042JS15_cp1.pdf,2,2,,no,01_Proofs.md,#Session 1 — Introduction to Proofs,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S01-p3,in_class,1,1,05_In_Class_Questions/MIT6_042JS15_cp1.pdf,2,3,,no,01_Proofs.md,#Session 1 — Introduction to Proofs,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S01-p4,in_class,1,1,05_In_Class_Questions/MIT6_042JS15_cp1.pdf,3,4,,no,01_Proofs.md,#Session 1 — Introduction to Proofs,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S01-p5,in_class,1,1,05_In_Class_Questions/MIT6_042JS15_cp1.pdf,3,5,,no,01_Proofs.md,#Session 1 — Introduction to Proofs,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S02-p1,in_class,2,1,05_In_Class_Questions/MIT6_042JS15_cp2.pdf,1,1,,no,01_Proofs.md,#Session 2 — Proof Methods,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S02-p2,in_class,2,1,05_In_Class_Questions/MIT6_042JS15_cp2.pdf,1,2,,no,01_Proofs.md,#Session 2 — Proof Methods,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S02-p3,in_class,2,1,05_In_Class_Questions/MIT6_042JS15_cp2.pdf,2,3,,no,01_Proofs.md,#Session 2 — Proof Methods,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S02-p4,in_class,2,1,05_In_Class_Questions/MIT6_042JS15_cp2.pdf,2,4,,no,01_Proofs.md,#Session 2 — Proof Methods,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S03-p1,in_class,3,1,05_In_Class_Questions/MIT6_042JS15_cp3.pdf,1,1,,no,01_Proofs.md,#Session 3 — Well Ordering Principle,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S03-p2,in_class,3,1,05_In_Class_Questions/MIT6_042JS15_cp3.pdf,2,2,,no,01_Proofs.md,#Session 3 — Well Ordering Principle,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S03-p3,in_class,3,1,05_In_Class_Questions/MIT6_042JS15_cp3.pdf,2,3,,no,01_Proofs.md,#Session 3 — Well Ordering Principle,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S03-p4,in_class,3,1,05_In_Class_Questions/MIT6_042JS15_cp3.pdf,2,4,,no,01_Proofs.md,#Session 3 — Well Ordering Principle,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S03-p5,in_class,3,1,05_In_Class_Questions/MIT6_042JS15_cp3.pdf,2,5,,no,01_Proofs.md,#Session 3 — Well Ordering Principle,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S04-p1,in_class,4,1,05_In_Class_Questions/MIT6_042JS15_cp4.pdf,1,1,,no,01_Proofs.md,#Session 4 — Logic and Propositions,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S04-p2,in_class,4,1,05_In_Class_Questions/MIT6_042JS15_cp4.pdf,1,2,,no,01_Proofs.md,#Session 4 — Logic and Propositions,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S04-p3,in_class,4,1,05_In_Class_Questions/MIT6_042JS15_cp4.pdf,1,3,,no,01_Proofs.md,#Session 4 — Logic and Propositions,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
class-S04-p4,in_class,4,1,05_In_Class_Questions/MIT6_042JS15_cp4.pdf,2,4,,no,01_Proofs.md,#Session 4 — Logic and Propositions,integrated; complete independent solution in course note,independent derivation; boundary and small-case checks in course note
